Key,Range,Co,Rank,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Total PAX
LAXCAN12,LAXCAN,3U,12,,,,,,,,,,,,,,,,,,,,,,0,11,14,,25
KIXXMN8,KIXXMN,HO,8,,,,,,,2,,,1,2,,,6,9,1,1,,,,,,3,,,25
SEASHA2,SEASHA,MF,2,,,,,,,,,,,,,,,,,,,,,21,0,4,0,0,25
KIXCAN9,KIXCAN,3U,9,,,,,,,,,,,,,10,3,6,2,3,,0,0,,,,0,,24
NRTSHA1,NRTSHA,CA,1,3,1,0,0,1,14,0,,0,,,,,,,,,,,5,,,,,,24
HNLHGH3,HNLHGH,HA,3,0,,,,1,4,0,,,,5,1,1,3,,,2,5,0,1,,,,1,,24
ORDCAN8,ORDCAN,KE,8,0,3,0,0,,,1,4,14,1,0,0,0,1,,,,0,,,,,,,,24
HNLSHE5,HNLSHE,UA,5,,,,,,,,,,,2,,,1,,,,,,,,,,12,9,24
SFOXMN5,SFOXMN,UA,5,0,,,0,,,,,,1,1,7,5,0,1,1,0,0,6,1,1,0,0,,,24
KIXCTU10,KIXCTU,VN,10,,,3,0,2,2,1,1,,,,,,,0,3,,2,,10,,,,0,,24
YVRHGH7,YVRHGH,3U,7,1,2,,,,,,,1,,1,,1,,0,,,,0,,,,9,5,3,23
NGOFOC4,NGOFOC,CA,4,6,2,1,0,4,2,8,0,0,,,,,,,,,,,,,,,,,23
MEXWUH4,MEXWUH,CA,4,,7,0,,,,,,,,2,,,2,,0,1,5,4,2,,0,,,,23
MEXPEK10,MEXPEK,DL,10,4,,1,0,,0,1,0,1,1,3,3,0,1,,1,1,1,1,1,0,3,,,,23
HNLXMN4,HNLXMN,HA,4,0,,,,,,3,,,0,,,,1,3,3,,1,,,2,4,,6,,23
HNDSHE7,HNDSHE,HO,7,,,,,,,1,1,,,5,,3,2,6,3,,0,,,,2,,,,23
LAXSHA6,LAXSHA,HU,6,,,,,,4,0,,0,,,,,,,0,,,18,0,,,,,1,23
IAHDLC3,IAHDLC,UA,3,,,,5,,,4,,,,,6,2,1,0,,,,1,1,2,,1,0,,23
SEAPEK11,SEAPEK,BR,11,0,,1,0,,0,0,2,0,,,2,2,,1,,3,7,0,2,0,,2,,,22
KIXCTU11,KIXCTU,FM,11,0,0,0,0,,,,,1,0,0,1,0,,0,,0,1,5,1,3,5,,1,4,22
SYDSHE8,SYDSHE,JD,8,,,,,,,,,,,,,,,,,,,,,5,3,6,5,3,22
MEXSHE2,MEXSHE,LH,2,2,2,0,1,1,3,1,6,0,1,,1,0,2,0,1,1,0,0,,,,0,,,22
SEACAN7,SEACAN,MU,7,8,0,1,,0,,1,1,,0,,4,4,1,,2,,,,,,,,,,22
MEXCTU4,MEXCTU,MU,4,,,,,,0,,1,,,1,0,3,,0,,,1,8,1,0,0,2,,5,22
IAHSHE3,IAHSHE,UA,3,,,2,,,,,,,3,,,5,,1,,2,0,,1,3,1,2,2,,22
NRTXMN8,NRTXMN,ZH,8,,1,,,0,1,4,9,7,,,,,,,,,,,,,,,,,22
LAXCAN13,LAXCAN,AA,13,0,,,,,0,,,0,0,,2,6,1,3,1,2,0,1,0,3,,1,1,,21
ORDDLC6,ORDDLC,AA,6,1,0,0,0,2,,1,0,1,3,3,1,,,0,6,1,0,,,1,,1,,,21
SFOCAN11,SFOCAN,AA,11,,,,,,,,,,0,1,1,1,2,,8,1,,4,,3,,,,,21
HNLXMN5,HNLXMN,CI,5,,1,4,1,4,2,5,,2,,,,,,,,2,,,,,,,,,21
MEXXMN2,MEXXMN,CX,2,,0,1,,,0,0,,,,,,1,4,,1,2,2,4,2,1,0,1,2,,21
HNLWUH4,HNLWUH,HA,4,2,,0,2,2,0,3,,2,2,,0,,,,2,3,,3,,0,,,,,21
ORDXMN4,ORDXMN,HU,4,2,0,0,3,2,2,0,2,,,0,0,1,1,0,2,0,,,,,,,5,1,21
SYDPVG16,SYDPVG,HU,16,,,,,,,,,,,,0,0,0,,,,,,9,12,0,0,,,21
NGOSHA1,NGOSHA,MU,1,1,0,0,0,,,,,6,,0,0,,,0,,,,0,2,2,,2,1,7,21
KIXCTU12,KIXCTU,ZH,12,,,,,,,2,1,4,,,,,,6,4,2,0,2,,,,0,,,21
SEAHGH3,SEAHGH,BR,3,1,1,,,,,15,0,0,,,0,1,,,1,,1,,,,,,,,20
KIXPEK8,KIXPEK,FM,8,,,,,,1,,,0,,,,,,,2,7,,,1,8,1,,,,20
HNDTAO7,HNDTAO,SC,7,,,,,,,1,3,1,1,,,,,,,,4,2,,2,2,,4,,20
IAHWUH2,IAHWUH,UA,2,0,,,,,,,,,,0,1,,,,,,2,,2,1,4,5,3,2,20
LAXPEK16,LAXPEK,3U,16,,,,,,,,,,,,,,,,,,,,,1,2,5,11,0,19
ORDCAN9,ORDCAN,AA,9,,4,2,0,,,,0,0,0,0,0,0,3,0,1,2,,3,2,,2,0,,,19
YVRDLC8,YVRDLC,AA,8,,,,,,,,,,,,,,,,,,,,,2,8,9,,,19
SFOFOC6,SFOFOC,BR,6,2,,,2,0,0,4,,0,,,,,,,,0,10,0,1,,0,,,,19
SEASHE4,SEASHE,CA,4,,,,2,0,5,1,,0,,,,,,6,0,,,,2,3,,,,,19
MEXXMN3,MEXXMN,CA,3,,0,,0,,,,0,1,0,,,,,,0,,1,1,0,16,,,,,19
HNDTAO8,HNDTAO,FM,8,,0,,,,,,0,,0,0,,2,1,1,2,2,,2,2,3,2,1,,1,19
SYDTAO10,SYDTAO,HU,10,,,,,,,,,,,0,1,4,7,,,,,,,,2,3,2,,19
NGOXMN3,NGOXMN,KE,3,,,,1,4,0,5,2,,,,1,,,,,1,1,,3,,,,1,,19
IAHPEK10,IAHPEK,KL,10,,,,0,,0,0,1,0,,1,1,0,7,,0,0,0,4,3,,0,1,1,,19
ORDPEK14,ORDPEK,KL,14,,,,1,1,,9,1,,,2,1,,,,,,,,,,0,2,2,,19
SYDTAO11,SYDTAO,TZ,11,,,,,0,,,2,2,,,0,0,2,0,,2,10,0,0,1,,,0,0,19
LAXDLC9,LAXDLC,UA,9,,,,,,,,,,1,0,3,5,,,1,,,,,1,1,3,4,,19
KIXCAN10,KIXCAN,VN,10,0,,,,,2,,,,2,,,3,2,2,,1,0,,0,2,,,5,,19
JFKPEK21,JFKPEK,BA,21,1,1,1,1,1,3,2,2,0,0,1,1,,1,0,,0,0,,1,2,,0,0,,18
NGOXMN4,NGOXMN,CA,4,1,2,6,2,1,0,0,2,,0,1,,,,,0,,,,,,2,1,,,18
ORDWUH5,ORDWUH,CZ,5,,,,0,1,0,5,0,1,1,1,,,,,0,2,0,3,0,1,2,1,,,18
MEXSHE3,MEXSHE,KE,3,,,2,2,,,2,0,1,1,2,2,,,,2,0,1,2,,1,,,0,,18
IADPVG15,IADPVG,KL,15,,,0,2,1,0,3,1,,,2,3,,,2,,,1,2,,,,,1,,18
IADPEK10,IADPEK,LH,10,,,,1,0,,0,,,,7,7,,,,2,,,1,,,,,0,,18
IADTAO3,IADTAO,MU,3,,,1,,,,14,,,,,0,,,,,,,,0,0,,1,2,,18
SEAWUH5,SEAWUH,MU,5,0,,1,1,,1,1,0,,,,0,,,0,1,0,1,11,1,0,0,,,,18
SYDCAN16,SYDCAN,TZ,16,,,,,,0,,0,0,,,0,0,1,,,,,,,16,0,1,,,18
ORDCTU8,ORDCTU,QR,8,1,1,,,0,,2,,,,0,1,,0,,0,1,3,7,0,,,,2,,18
HNDDLC8,HNDDLC,HO,8,,,,,,,,,1,1,7,4,,,2,1,,,,1,,,,,,17
IAHXMN2,IAHXMN,KE,2,,4,1,1,,,1,,,0,1,,0,1,,5,2,,0,0,1,0,,,,17
JFKPVG24,JFKPVG,KL,24,0,0,,,1,0,2,3,,1,2,,5,,,,,0,0,1,1,,1,,,17
NGOPEK5,NGOPEK,OZ,5,1,,6,,,,,0,,,,,,,0,,,2,,2,0,1,2,1,2,17
SFOXMN6,SFOXMN,PR,6,2,3,,,2,0,2,,,1,0,0,1,,1,,1,0,0,1,,1,2,,,17
IADDLC3,IADDLC,UA,3,,,0,,1,,0,,1,,3,0,3,,,3,0,2,2,,,,1,,1,17
JFKFOC6,JFKFOC,BR,6,,,,,,4,2,0,,,,0,,,,,1,1,,0,0,2,,3,3,16
LAXXMN10,LAXXMN,BR,10,,,,1,0,2,3,,,,,,0,,,,,6,4,,,,,,,16
SYDPEK17,SYDPEK,CI,17,,1,1,1,,,0,0,0,0,2,1,1,,,,2,0,0,,,,7,,,16
SEAXMN6,SEAXMN,CX,6,0,,,,0,1,1,0,3,0,1,,,3,1,0,1,1,0,2,,,0,2,,16
NRTCTU9,NRTCTU,CZ,9,1,0,8,0,1,0,0,1,0,,,0,,,,,,,,3,,,,2,,16
SYDFOC8,SYDFOC,HU,8,,,,,,,,,,,,,,,,,,,,5,9,2,,,,16
IADCTU5,IADCTU,MU,5,,,,,,,3,0,,0,,,,,,0,0,3,9,,,,1,,,16
NRTCAN11,NRTCAN,PR,11,0,1,0,,,,1,5,,,,0,0,0,2,2,,1,3,1,,,,,,16
SYDDLC10,SYDDLC,3U,10,0,2,0,0,1,,0,,,1,2,1,0,,1,,5,0,,0,2,,,,,15
SJCPEK5,SJCPEK,AC,5,,,,,,,,,,,,,,,,,0,1,3,,,1,8,2,,15
JFKWUH6,JFKWUH,AF,6,,,,1,1,0,4,1,1,,2,1,,,,,2,,2,,,,,,,15
MEXFOC1,MEXFOC,AM,1,,,1,6,,0,,0,,,,0,,0,0,1,,,1,1,,5,,,,15
JFKPVG25,JFKPVG,BA,25,0,0,1,1,1,0,0,1,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2,15
NGOWUH3,NGOWUH,CA,3,11,1,0,0,0,,2,,,,,,,1,,,,,,,,,,,,15
IADCTU6,IADCTU,CZ,6,,,,,,3,8,,,,,,,,,,0,1,3,,0,,0,,,15
HNLDLC6,HNLDLC,DL,6,,4,,,2,,,,0,,1,2,,,6,,,,,,,,,,,15
JFKSHE5,JFKSHE,DL,5,,2,0,,,0,1,1,,,,2,,2,2,3,1,,1,0,,,,,,15
IADPEK11,IADPEK,HU,11,,,0,,0,,0,,,,,,0,3,2,,,,,,,1,6,3,,15
MEXHGH2,MEXHGH,KL,2,,2,,,1,1,0,2,,0,0,1,0,,0,0,,,1,1,,6,0,,,15
NGOPVG6,NGOPVG,OZ,6,3,0,,,,,,,,,,0,,,,0,,0,,,,0,,8,4,15
HNDSHA6,HNDSHA,SC,6,,,,,,,,,,,,,,,,,,,6,7,2,,,,,15
ORDTAO5,ORDTAO,AA,5,1,3,2,0,0,0,0,,0,0,0,,0,1,0,1,3,1,,2,,0,,,0,14
JFKCTU9,JFKCTU,BR,9,,,,,,,4,,,,0,,0,,,,,3,7,,,,,,,14
SFOHGH5,SFOHGH,BR,5,0,0,,0,,2,2,1,2,,,2,0,1,,,,0,,1,,,2,1,,14
ORDDLC7,ORDDLC,CA,7,,,,10,0,,1,,0,0,,0,,,,0,1,0,,,,0,2,,,14
SYDPVG17,SYDPVG,CI,17,,1,,0,,1,2,0,0,4,1,1,0,0,0,1,,0,,0,1,0,2,,,14
HNDXMN8,HNDXMN,CZ,8,,,,,,,,,,0,2,1,,,0,1,1,2,0,0,5,1,,,1,14
MEXXMN4,MEXXMN,CZ,4,,0,0,,,,0,1,1,0,1,,1,0,0,,,0,8,0,2,,,,,14
SEASHA3,SEASHA,DL,3,0,,1,,1,,2,1,1,0,1,0,0,0,0,,2,1,2,,,2,,,,14
LAXSHA7,LAXSHA,KE,7,,1,,1,,,,0,8,,,,0,,,,,,,,4,,,,,14
SEACTU6,SEACTU,MF,6,,,,,,,,,,,,,,,,,,,,,7,2,3,1,1,14
HNLXMN6,HNLXMN,PR,6,0,,,,,,0,,,,0,,2,,,,,,,,12,,,,,14
KIXCTU13,KIXCTU,SC,13,,,0,,,,2,,,,,,,2,,1,7,,2,,,,,,,14
SFOSHA7,SFOSHA,BR,7,,,1,0,0,0,2,,1,0,,,0,,2,1,0,1,3,1,1,,,,,13
ORDTAO6,ORDTAO,CA,6,,2,,2,8,0,0,0,0,,0,0,,,,,0,,0,1,0,0,,,,13
IAHCAN6,IAHCAN,CZ,6,,0,,0,0,,4,1,,2,2,0,0,0,,0,1,1,0,2,,,0,0,0,13
NGOTAO5,NGOTAO,CZ,5,,,,2,3,,2,,,0,2,0,0,,1,1,1,0,,0,,1,,,,13
HNDCTU8,HNDCTU,HU,8,,,,,,,,,,,,,,2,0,,,6,2,1,2,,,,,13
LAXCAN14,LAXCAN,HU,14,3,,0,0,,,7,0,,,,,,,,,0,,0,1,,,,,2,13
SYDCTU10,SYDCTU,HU,10,,,,,,,,,,,,,0,,,,,,,,,6,5,1,1,13
SYDPVG18,SYDPVG,JQ,18,,,,,,,,,,,2,11,,,,,,,,,,,,,,13
IAHPVG11,IAHPVG,LH,11,,,,0,1,,2,1,,0,0,,2,1,1,2,0,2,1,0,,,,,,13
YVRHGH8,YVRHGH,UA,8,,,,,,,,,,,,,,,,,,,6,1,2,3,1,,,13
JFKCAN14,JFKCAN,SV,14,0,2,0,0,2,0,0,0,,,1,,,0,0,1,,0,,,,7,,,,13
NRTWUH7,NRTWUH,3U,7,,,,,,,,,,,,1,5,2,,,,,,,,,2,1,1,12
LAXTAO8,LAXTAO,AA,8,,,,,,0,,0,,0,,1,,1,0,0,,,,6,1,0,3,,,12
HNLCAN8,HNLCAN,CI,8,0,2,2,,0,5,,0,0,0,0,2,1,,,0,0,,0,0,,,,,,12
JFKXMN6,JFKXMN,CI,6,,1,,1,,,,,,,1,,3,,,,,1,1,0,,1,3,,,12
LAXCTU11,LAXCTU,CI,11,,5,0,4,0,0,,0,0,,,,,,,,,,1,1,,,1,,,12
MEXCAN5,MEXCAN,DL,5,,,,,2,1,,,0,1,,0,0,1,,0,0,0,0,0,1,2,2,2,,12
HNDFOC7,HNDFOC,HO,7,,,,,,,2,,,,,2,,,2,,1,1,2,0,1,,,1,,12
HNDCAN12,HNDCAN,HU,12,,,,,,,,,,,,,,3,4,3,2,,,,,,,,,12
SFOCTU8,SFOCTU,HU,8,,4,,1,2,2,,0,1,,0,,,,,,1,,,0,,,0,1,,12
MEXXMN5,MEXXMN,KE,5,0,,,,,,,,,,,,,2,,,,,0,,,,5,5,,12
SYDSHA6,SYDSHA,MU,6,0,,0,,,1,,,,,0,0,,,,,,,,,,3,8,0,,12
ORDPVG14,ORDPVG,TK,14,1,,,,0,0,0,,0,0,0,3,,1,,0,0,0,6,1,0,0,,0,,12
LAXTAO9,LAXTAO,UA,9,,,,,,,,,,0,1,0,,,1,,,,2,0,3,3,2,,,12
LAXSHE8,LAXSHE,AA,8,0,0,0,,,,0,0,,0,,3,0,1,2,3,0,,,,2,,,,,11
YVRPEK13,YVRPEK,BR,13,,0,0,,0,0,0,0,,,,2,0,,,,1,2,3,,,3,,0,,11
HNDPVG7,HNDPVG,CI,7,,,,,4,,2,2,1,,1,,,,0,,,,,,,,1,,,11
YVRCAN10,YVRCAN,CI,10,0,0,0,0,0,2,2,0,0,0,0,0,0,0,,0,0,0,5,,1,,1,0,,11
IAHXMN3,IAHXMN,CX,3,0,,,0,,,2,0,1,,0,2,0,,0,1,0,0,2,3,,,,,,11
ORDFOC5,ORDFOC,CX,5,9,2,0,0,,,0,,,0,,,,,,,,,,,,,,,,11
ORDWUH6,ORDWUH,CX,6,10,1,0,,,,,,,,,,,,,,,,,,,,,,,11
KIXHGH6,KIXHGH,FM,6,,,,5,6,,,,,,,,,,,,,,,,,,,,,11
KIXSHE6,KIXSHE,FM,6,,0,,,,,,,0,0,,,,,,2,,0,0,3,3,,,1,2,11
KIXSHE7,KIXSHE,HO,7,,,,,,,,,1,0,0,,,1,0,5,1,,0,1,1,,,1,,11
LAXHGH9,LAXHGH,HU,9,,,,,,,,,,,,,4,1,,1,2,,0,2,1,,0,,,11
IADCAN9,IADCAN,KL,9,,,1,4,0,,0,0,,,0,,,,,,,1,3,,,0,2,,,11
HNDHGH6,HNDHGH,MU,6,0,0,3,,,,,,,,,0,3,2,2,,,,,0,0,,,,1,11
YVRPVG13,YVRPVG,OZ,13,2,,,,,0,0,1,,,1,1,4,,,,,,,,,,,2,,11
KIXXMN9,KIXXMN,PR,9,,,,,,,,,,,,,,,,,,1,2,8,0,,,,,11
LAXSHA8,LAXSHA,BR,8,,,,0,1,,5,,0,,,0,,,1,,,0,2,,,,,1,,10
KIXSHA4,KIXSHA,CA,4,3,,0,0,2,5,,,,,,,,,,0,,,,,,,,,0,10
NGOSHA2,NGOSHA,CA,2,2,0,,,0,,,0,0,1,7,0,,,,,0,,,,,,,,,10
MEXTAO1,MEXTAO,CA,1,,,,0,,,1,,,,,,,0,3,,1,1,2,2,,,,,,10
IADXMN3,IADXMN,CZ,3,,,,,,,,5,,,,,,,,,0,2,3,,,,,,,10
NRTTAO6,NRTTAO,CZ,6,,0,,2,0,,,0,,6,,,2,,,,,,,,,0,,,,10
IAHCAN7,IAHCAN,EK,7,0,0,0,,,0,,,,0,0,1,1,,,,,0,4,,,1,1,2,,10
KIXCAN11,KIXCAN,FM,11,,,,,,,,0,0,,,0,,0,,0,1,5,,,3,1,,,,10
SFOXMN7,SFOXMN,KE,7,0,2,0,,0,,0,0,0,,,,2,1,,0,0,0,0,,2,,3,,,10
ORDPVG15,ORDPVG,KL,15,1,2,1,0,1,0,0,0,0,1,1,1,,,,,,0,1,1,0,0,,,,10
KIXPEK9,KIXPEK,MF,9,,,,,,,,,0,,,2,4,2,,,0,,1,1,,,,,,10
LAXSHA9,LAXSHA,OZ,9,,0,,,0,,,0,0,,0,0,,,,2,,,2,,6,,,0,,10
SYDCTU11,SYDCTU,OZ,11,6,2,1,,,,,,0,,,,,0,,0,1,,,,0,,,,0,10
SFOTAO8,SFOTAO,SQ,8,,,,,2,,,,,,,,7,,,,1,,,,,,,,,10
JFKPVG26,JFKPVG,VS,26,2,0,0,4,0,1,3,,0,,,,,,,,,,,,0,0,,,,10
SJCPVG6,SJCPVG,AC,6,,,,,,,,,,,,,,,,,,0,9,,0,,0,,,9
YVRSHA5,YVRSHA,AC,5,0,,,2,1,1,0,1,0,,2,0,,1,,,,,,,,,1,,0,9
IAHFOC2,IAHFOC,BR,2,,,,,,0,1,,,,,,,,,0,,2,0,2,2,,,1,1,9
ORDCAN10,ORDCAN,CA,10,,6,,0,2,,,,0,0,,0,,0,0,,,,,,1,,,,,9
MEXDLC1,MEXDLC,CA,1,,,,,,,,,0,,,,,,4,,0,1,3,0,1,,,,,9
ORDCTU9,ORDCTU,CZ,9,,,,0,,,6,,,,,,,,,2,,,1,,,,,,,9
JFKCTU10,JFKCTU,DL,10,1,,,,,,3,,,,0,,,,,3,,1,1,0,,,,,,9
NRTCAN12,NRTCAN,DL,12,0,,,0,,,,,,0,1,1,1,2,1,3,,0,,,,,,,,9
KIXPEK10,KIXPEK,HO,10,,,,,1,,,,,,1,,,0,2,2,,2,,,1,,,,,9
SYDWUH10,SYDWUH,HU,10,,,,,,,,,,,,1,2,6,,,,,,,,,,,,9
SEAFOC3,SEAFOC,MU,3,,1,,,,,0,2,,,,,0,0,,6,,,,0,,,,,,9
KIXSHA5,KIXSHA,SC,5,,,,,,,,,,,,,,,,,,,9,,,,,,,9
IADCAN10,IADCAN,AA,10,,0,,,,,,,,,,,,0,,,7,,,1,,,,,,8
MEXDLC2,MEXDLC,AM,2,1,,,,4,1,,0,1,1,,,,0,0,,0,,0,,,0,,,,8
SFOXMN8,SFOXMN,BR,8,,,,,0,0,2,1,0,,,,,,0,,,0,4,,1,,,,,8
ORDXMN5,ORDXMN,CA,5,0,,6,2,0,0,0,,,0,,,,,0,,,0,,,0,,0,,,8
IAHCAN8,IAHCAN,CX,8,0,0,,,1,,4,,,,,1,1,,,,0,,1,0,,,,,,8
KIXHGH7,KIXHGH,CZ,7,,,,,,,,,,,,,1,,,1,,,,,,,,,6,8
IAHWUH3,IAHWUH,DL,3,,0,,,,,,,,2,,1,1,,1,1,0,,,1,0,,,1,,8
ORDCAN11,ORDCAN,EK,11,,0,,0,0,2,2,,0,0,,0,,,,,,,4,,,,,,,8
IADPVG16,IADPVG,HU,16,,,,,,0,,,,,,,1,,,,,,0,,,3,3,1,,8
IAHTAO2,IAHTAO,KE,2,,,,,,1,1,,,,,,,,,,6,,,,,,,,,8
SYDCAN17,SYDCAN,KE,17,2,0,,0,0,3,0,1,0,,,,,,,0,,2,0,,0,,,,,8
JFKCAN15,JFKCAN,KL,15,,0,,0,2,0,2,,,,0,,1,0,,,0,2,0,1,,0,,,,8
ORDCAN12,ORDCAN,KL,12,,,,1,,,2,,,0,0,,0,,0,1,,4,,,,,,,,8
SEAPEK12,SEAPEK,MF,12,,,,,,,,,,,,,,,,,,,,,5,0,2,1,,8
IADFOC3,IADFOC,MU,3,,,,,0,,,,,,,,,,,,,,5,,,3,0,,,8
LAXHGH10,LAXHGH,MU,10,,,,,,,0,4,0,1,,,,,,,,,1,0,1,,1,0,,8
IADWUH4,IADWUH,MU,4,0,,,0,,,,0,,,,,,,,,,,6,,,,,2,,8
MEXWUH5,MEXWUH,MU,5,,,,,,2,,1,,,0,1,1,,0,2,,0,,,1,0,,0,,8
HNLPEK8,HNLPEK,PR,8,,,,,,,,,,,,,,,,,,6,0,,2,,,,,8
SFOCAN12,SFOCAN,SQ,12,0,0,0,0,0,1,4,0,,,,1,0,,,0,,0,,,1,0,,1,,8
LAXWUH8,LAXWUH,UA,8,,,0,0,,,,,,,,,,0,,,,,,,0,,7,,1,8
JFKWUH7,JFKWUH,QR,7,1,1,,,1,,,,,,,2,,,,,,1,2,,,,,,,8
YVRTAO9,YVRTAO,3U,9,,2,,0,,0,,0,,,,,1,,,3,0,0,,,,,1,,,7
IAHWUH4,IAHWUH,AA,4,,,,,,,,,,,,4,,3,,0,,,,,,,,,,7
MEXXMN6,MEXXMN,AM,6,0,3,,,,0,,3,1,0,0,,,,,,,,0,,0,0,0,0,,7
MEXTAO2,MEXTAO,AM,2,0,0,,,1,0,,,,,0,0,1,0,1,0,0,0,0,,0,2,0,2,0,7
IAHPEK11,IAHPEK,BR,11,,,,,,,1,,,,,1,,,,,,0,5,,,,,,,7
NGOHGH2,NGOHGH,CA,2,,,,,,1,,,,,,4,,,,,,2,,,,,,,,7
SEACTU7,SEACTU,CA,7,,0,0,0,0,0,0,1,0,2,0,,,0,0,0,4,,0,0,0,,,0,,7
SEATAO6,SEATAO,CA,6,0,,0,0,0,7,0,0,0,,0,0,,,,,,0,0,0,,,,,,7
SJCXMN1,SJCXMN,CA,1,,,,,,,,,,,,,,,,,,,,,,,1,6,,7
HNDSHA7,HNDSHA,CI,7,,,,,2,2,0,,1,0,0,1,,,0,1,0,,,,,0,,,,7
IADSHA3,IADSHA,CZ,3,,,,,,,3,,,,,,1,2,,,,0,1,0,,,,,,7
NGOCTU5,NGOCTU,CZ,5,0,,0,,,,,0,0,,2,,,,,,,,3,,,0,2,,,7
NGOPEK6,NGOPEK,CZ,6,3,,0,,,,,,0,0,1,,0,0,,,1,0,,1,1,,,,,7
SEACTU8,SEACTU,CZ,8,,,,,,3,0,,,,,,,0,,,,,2,,2,,,,,7
MEXTAO3,MEXTAO,CZ,3,,,,,0,1,,0,1,1,,0,1,,1,,,1,,1,,,,,,7
JFKWUH8,JFKWUH,DL,8,1,,,,1,0,,0,,,,,,,,0,,0,5,,,,,,,7
HNDXMN9,HNDXMN,FM,9,1,0,0,0,1,,,1,0,1,,,,,,,1,,0,,1,1,0,,,7
NGOCTU6,NGOCTU,FM,6,0,,,,,,1,,,3,,0,,,1,,,,,,,,0,2,,7
NGOWUH4,NGOWUH,KE,4,3,0,,,0,1,,2,,,,,,,,1,,,,,,,,,,7
IAHPVG12,IAHPVG,KL,12,,,,0,,1,1,,0,1,0,1,0,,1,1,,0,,,,,,1,,7
MEXTAO4,MEXTAO,MU,4,,,,,,,,,,,1,,,,2,0,,,0,,,0,1,0,3,7
HNDXMN10,HNDXMN,PR,10,1,,,2,,,1,,,,,,0,,,,,0,3,,,,,,,7
YVRXMN8,YVRXMN,PR,8,1,4,,,,0,1,1,,,,,0,0,,,,,,,,,,,,7
NGOCTU7,NGOCTU,VN,7,,,0,,,0,,,,,,5,,2,,,,,,,,,,,,7
KIXHGH8,KIXHGH,ZH,8,,,,,,6,,,,,,,,,,,,,,,1,,,,,7
LAXPVG15,LAXPVG,3U,15,,,,,,,,,,,,,,,,,,,,,,0,2,,4,6
JFKDLC6,JFKDLC,AA,6,4,1,,,,,,,0,,0,,,,,,,,,,,,1,,,6
JFKCAN16,JFKCAN,AY,16,,,,,,,,,,,,,,,,2,4,,,,,,,,,6
NRTHGH4,NRTHGH,BR,4,,,,,,,,,,,,,2,,,,,0,3,1,,,,,,6
ORDSHE5,ORDSHE,CA,5,0,0,,1,0,1,1,,0,0,0,0,,,,,,,,2,,,1,,,6
SEACAN8,SEACAN,CA,8,0,1,,,2,,0,0,,,,,,,,,1,,,2,,,,,,6
JFKPEK22,JFKPEK,CI,22,,,,,,,0,,,,0,,0,,,,,0,1,,,4,0,,1,6
YVRPEK14,YVRPEK,CI,14,,,0,,,0,,,0,,0,,,,,,,,6,,,,,,,6
NGOXMN5,NGOXMN,CZ,5,0,,0,,,1,2,1,2,,,,,,,,,,0,0,,0,0,,,6
HNLCAN9,HNLCAN,DL,9,0,,,,,0,0,,,,2,2,2,,,,0,,,,,,,,,6
HNLSHE6,HNLSHE,DL,6,,,,,,,,2,,,0,,2,,2,,,,,,,,,,,6
JFKTAO6,JFKTAO,DL,6,,,,0,,1,,,,,2,,,,,,0,,,,1,,,2,,6
KIXDLC9,KIXDLC,FM,9,,0,,1,,,0,,,,,,,,,,,,,,,1,3,1,,6
NGOCAN8,NGOCAN,HO,8,,,,,,,,,,,,0,2,1,1,1,1,,,,,,,,,6
HNDDLC9,HNDDLC,HU,9,,,,,,,,,,,,,,,,1,,,2,,3,,,,,6
LAXFOC8,LAXFOC,HU,8,,0,,,,,0,,,,,,,,,,,,,0,3,1,2,,,6
SFOCAN13,SFOCAN,HU,13,0,,0,1,1,1,2,,0,1,,,,,,,,0,,,,0,,,,6
SFOSHA8,SFOSHA,HU,8,2,3,0,,,,,,0,,,,,,,,0,,,,,,,1,,6
YVRCAN11,YVRCAN,HU,11,,,,2,,,,,,,,,,,,,,,,,2,,2,,,6
YVRCTU9,YVRCTU,HU,9,,,1,,,,,1,,2,,,,,1,,,,1,,0,,,,,6
LAXWUH9,LAXWUH,HU,9,,,,,,,,,,,,,,6,,,,,,,,,,,,6
HNLCTU6,HNLCTU,KE,6,,,,,,,,,,,,,6,0,,,,,,,,,,,,6
IAHCAN9,IAHCAN,KL,9,,,,0,0,,6,,,,,,,,,,,,,,,,,,,6
SEASHE5,SEASHE,MU,5,,,3,3,0,0,0,0,,,,,0,,,,,,,,,,,,,6
SFOHGH6,SFOHGH,MU,6,,,,,,,,,,2,,,,,,,,,,,,1,1,2,,6
KIXCAN12,KIXCAN,PR,12,3,,,,,,,,,,,,,,,,,1,2,,,,,,,6
LAXCAN15,LAXCAN,SQ,15,0,0,0,0,0,1,0,2,1,,0,1,0,,0,,,0,1,,0,0,0,,,6
LAXPVG16,LAXPVG,SQ,16,,,,,1,0,,1,,,,,,0,,,,1,3,0,,,,,,6
ORDCAN13,ORDCAN,AF,13,,,1,,,,0,0,0,,,,,,,,3,1,0,,,,,,,5
